Annotation,Begin_end,M003,M002,M007,M004,M005,M018,M019,M015,M016,M020,M017,M009,M013,M031,M021,M012,M014,M008,M006,M030,M010,M026,M022,M028,M027,M029,M023,M025,M001,M024,M011,D001,D002,c,ENTERHOME,Duration,Start_Date,End_Date,Start_Time,End_Time,season,weekday,preact,nextact,shift_1
Relax,,,,,,,,,,,2,,5,2,,,,,,,,,,,,,,,,,,,,,,,4,26-12-2010,26-12-2010,06:11:32,06:15:31,winter,Sunday,Meal_Preparation,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,11,28,20,2,4,2,2,2,,,,5,,,,,,,,,,,,,,,,,,,3,26-12-2010,26-12-2010,06:15:36,06:18:21,winter,Sunday,Relax,Relax,early Morning
Relax,,,,,,,,,,,2,,49,4,,,2,,,,,2,,,,,,,,,,,,,,,32,26-12-2010,26-12-2010,06:18:26,06:50:13,winter,Sunday,Meal_Preparation,Relax,early Morning
Relax,,,,,,,,,,,5,,27,7,,,,1,,,,,,,,,,,,,,,,,,,10,26-12-2010,26-12-2010,06:56:15,07:06:33,winter,Sunday,Relax,Relax,early Morning
Relax,,,,,,,,,,,5,,233,,,,1,,,,,3,,,,,,,,,,,,,,,124,26-12-2010,26-12-2010,07:17:52,09:21:48,winter,Sunday,Relax,Relax, Morning
Relax,,,,,,,,,,,19,,199,1,,,,,,,,,,,,,,,,,,,,,,,20,26-12-2010,26-12-2010,09:55:31,10:15:25,winter,Sunday,Relax,Meal_Preparation, late Morning
Meal_Preparation,,,,2,,,51,70,42,18,5,54,1,,,5,,2,4,4,,,,,,,,,,,,,,,,,9,26-12-2010,26-12-2010,10:28:19,10:37:21,winter,Sunday,Relax,Relax, late Morning
Relax,,,,,,,,,,,2,,13,2,,,,,,,,,,,,,,,,,,,,,,,7,26-12-2010,26-12-2010,10:45:06,10:51:42,winter,Sunday,Meal_Preparation,Relax, late Morning
Relax,,,,,,,,,,,2,,33,2,,,,,,,,,,,,,,,,,,,,,,,14,26-12-2010,26-12-2010,10:52:42,11:06:42,winter,Sunday,Relax,Relax, late Morning
Relax,,,,,,,,,,,2,,47,6,,,,1,,,,,,,,,,,,,,,,,,,10,26-12-2010,26-12-2010,11:21:57,11:31:57,winter,Sunday,Relax,Work, late Morning
Work,,,,,,,,,,,,,,,,,,,,,,,133,,1,59,,,48,,,,,,,,23,26-12-2010,26-12-2010,11:53:52,12:16:54,winter,Sunday,Relax,Relax,Noon
Relax,,,,,,,,,,,8,,13,4,,,,,,,,,,,,,,,,,,,,,,,4,26-12-2010,26-12-2010,12:17:40,12:21:27,winter,Sunday,Work,Relax,Noon
Relax,,,,,,,,,,,3,,51,3,,,,,,,,2,,,,,,,,,,,,,,,75,26-12-2010,26-12-2010,12:21:48,13:36:37,winter,Sunday,Relax,Relax,Noon
Relax,,,,,,,,,,,2,,15,5,,,,,,,,6,,,,,,,,,,,,,,,8,26-12-2010,26-12-2010,13:50:54,13:59:24,winter,Sunday,Relax,Leave_Home,Noon
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,26-12-2010,26-12-2010,14:27:12,14:27:16,winter,Sunday,Relax,Enter_Home,afternoon
Enter_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,26-12-2010,26-12-2010,14:31:38,14:31:42,winter,Sunday,Leave_Home,Leave_Home,afternoon
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,26-12-2010,26-12-2010,14:53:58,14:54:03,winter,Sunday,Enter_Home,Enter_Home,afternoon
Enter_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,26-12-2010,26-12-2010,18:16:55,18:17:07,winter,Sunday,Leave_Home,Relax,Evening
Relax,,,,,,,,,,,,,107,7,,,,,,,,,,,,,,,,,,,,,,,50,26-12-2010,26-12-2010,18:41:19,19:31:24,winter,Sunday,Enter_Home,Relax,Evening
Relax,,,,,,,,,,,2,,203,10,,,2,,,,,2,,,,,,,,,,,,,,,142,26-12-2010,26-12-2010,19:32:08,21:53:49,winter,Sunday,Relax,Sleeping,Night
Sleeping,,73,12,8,,,,,,,4,,,,,16,,6,,4,12,,,8,2,,8,20,,,288,,,,,,646,26-12-2010,27-12-2010,22:11:16,08:57:39,winter,Sunday,Relax,Meal_Preparation, Morning
Meal_Preparation,,,,,,,3,88,64,12,1,16,,,,2,,2,,,,,,2,,,,2,,,69,,,,,,9,27-12-2010,27-12-2010,09:11:17,09:20:13,winter,Monday,Sleeping,Relax, Morning
Relax,,,,,,,,,,,6,,101,8,,,,,,,,,,4,,,,10,,,118,,,,,,39,27-12-2010,27-12-2010,09:31:08,10:09:58,winter,Monday,Meal_Preparation,Relax, Morning
Relax,,,,,,,,,,,6,,103,12,,2,,2,,,,,,2,,,,2,,,69,,,,,,14,27-12-2010,27-12-2010,10:49:58,11:04:12,winter,Monday,Relax,Meal_Preparation, late Morning
Meal_Preparation,,,,,,,33,112,70,40,,18,,,,16,,4,,,,,,15,,,,14,,,34,,,,,,13,27-12-2010,27-12-2010,11:16:46,11:29:45,winter,Monday,Relax,Relax, late Morning
Relax,,,,,,,,,,,13,,97,4,,,,,,,,,12,,,8,,,,,10,,,,,,9,27-12-2010,27-12-2010,12:19:41,12:28:22,winter,Monday,Meal_Preparation,Leave_Home,Noon
Leave_Home,,,,,,,,,,,,,,,,2,,2,,,3,,,1,,,2,,,,,,,,,,0,27-12-2010,27-12-2010,13:01:04,13:01:18,winter,Monday,Relax,Enter_Home,Noon
Enter_Home,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,0,27-12-2010,27-12-2010,15:02:09,15:02:14,winter,Monday,Leave_Home,Leave_Home,afternoon
Leave_Home,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,0,27-12-2010,27-12-2010,15:51:41,15:51:44,winter,Monday,Enter_Home,Enter_Home,afternoon
Enter_Home,,,,,,,,,,,,,,,,,,,,,3,,,1,,,1,,,,,,,,,,0,27-12-2010,27-12-2010,15:53:11,15:53:25,winter,Monday,Leave_Home,Meal_Preparation,afternoon
Meal_Preparation,,,,,,,37,52,54,6,7,10,,,,11,,24,,,,,,13,,,,12,,,62,,,,,,8,27-12-2010,27-12-2010,17:26:00,17:33:48,winter,Monday,Enter_Home,Meal_Preparation,Late afternoon
Meal_Preparation,,,,,,,57,74,58,10,,36,,,,17,,2,,,,,,16,,,,14,,,89,,,,,,9,27-12-2010,27-12-2010,17:58:56,18:08:15,winter,Monday,Meal_Preparation,Meal_Preparation,Evening
Meal_Preparation,,,,,,,35,130,154,38,4,22,,,,14,,20,,,,,4,16,4,10,,12,,,44,,,,,,18,27-12-2010,27-12-2010,18:34:30,18:52:12,winter,Monday,Meal_Preparation,Relax,Evening
Relax,,,,,,,,,,,,,125,6,,,,,,,,14,,,,,,,,,2,,,,,,63,27-12-2010,28-12-2010,23:18:18,00:21:47,winter,Monday,Meal_Preparation,Relax,Late Night
Relax,,,,,,,,,,,2,,13,5,,,,,,,,,,,,,,,,,,,,,,,4,28-12-2010,28-12-2010,00:28:42,00:32:37,winter,Tuesday,Relax,Sleeping, Morning
Sleeping,,35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,28-12-2010,28-12-2010,00:40:59,04:13:34,winter,Tuesday,Relax,Sleeping, Morning
Sleeping,,6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,28-12-2010,28-12-2010,04:52:46,06:29:21,winter,Tuesday,Sleeping,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,7,43,39,6,10,,26,6,,5,4,7,,,,8,,,,,,,,,,,,,,,4,28-12-2010,28-12-2010,08:39:46,08:44:04,winter,Tuesday,Sleeping,Meal_Preparation, Morning
Meal_Preparation,,,,,,,75,100,32,12,46,64,14,26,,1,32,24,,,,18,,,,,,,,,,,,,,,11,28-12-2010,28-12-2010,08:46:07,08:56:41,winter,Tuesday,Meal_Preparation,Relax, Morning
Relax,,,,,,,,,,,15,,111,9,,,10,,,,,136,,,,,,,,,,,,,,,17,28-12-2010,28-12-2010,08:56:57,09:13:37,winter,Tuesday,Meal_Preparation,Meal_Preparation, Morning
Meal_Preparation,,,,,,,23,44,28,8,2,44,2,1,,,2,7,,,,20,,,,,,,,,,,,,,,6,28-12-2010,28-12-2010,09:13:38,09:20:05,winter,Tuesday,Relax,Relax, Morning
Relax,,,,,,,2,,,,6,,97,6,,,4,2,,,,92,,,,,,,,,,,,,,,17,28-12-2010,28-12-2010,09:25:46,09:42:45,winter,Tuesday,Meal_Preparation,Relax, Morning
Relax,,,,,,,,,,,41,,91,24,,4,22,,,,,16,,8,,,,16,,,52,,,,,,33,28-12-2010,28-12-2010,09:44:42,10:17:22,winter,Tuesday,Relax,Meal_Preparation, late Morning
Meal_Preparation,,,,2,2,4,51,178,100,36,14,46,,,,5,,4,6,4,,,,,,,,,,,166,,,,,,24,28-12-2010,28-12-2010,10:18:06,10:42:06,winter,Tuesday,Relax,Eating, late Morning
Eating,,2,,4,,,5,4,,4,9,,,,,2,,23,4,4,,,,,,,,,,,16,,,,,,3,28-12-2010,28-12-2010,10:44:16,10:47:24,winter,Tuesday,Meal_Preparation,Work, late Morning
Work,,,,,,,,,,,,,,,,,,,,,,,17,,1,7,,,,,4,,,,,,2,28-12-2010,28-12-2010,11:01:26,11:03:07,winter,Tuesday,Eating,Relax, late Morning
Relax,,,,,,,,,,,16,,29,19,,1,,,,,2,2,,1,,,,1,,,18,,,,,,2,28-12-2010,28-12-2010,11:33:21,11:35:37,winter,Tuesday,Work,Meal_Preparation, late Morning
Meal_Preparation,,,,4,4,6,33,50,34,4,13,28,,,,5,,22,4,2,,,,,,,,,,,120,,,,,,17,28-12-2010,28-12-2010,11:58:03,12:14:41,winter,Tuesday,Relax,Meal_Preparation,Noon
Meal_Preparation,,,,,,,27,118,103,10,6,16,,2,,8,,12,,,,,,8,,,,12,,,128,,,,,,14,28-12-2010,28-12-2010,12:41:49,12:56:01,winter,Tuesday,Meal_Preparation,Eating,Noon
Eating,,,,,,,43,47,44,4,39,18,2,30,,13,4,97,,,,4,,8,,,,10,,,32,1,,,,,13,28-12-2010,28-12-2010,12:58:09,13:11:23,winter,Tuesday,Meal_Preparation,Relax,Noon
Relax,,,,,,,2,,,,21,2,49,23,,6,2,8,,,,2,,8,,,,6,,,181,,,,,,18,28-12-2010,28-12-2010,13:50:29,14:08:27,winter,Tuesday,Eating,Relax,Noon
Relax,,,,,,,,,,,30,,75,17,,10,25,2,,,,43,,6,,,,6,,,84,,,,,,13,28-12-2010,28-12-2010,14:17:47,14:30:18,winter,Tuesday,Relax,Relax,afternoon
Relax,,,,,,,4,4,4,,16,4,57,12,,7,2,4,,,,10,,6,2,,4,14,,,162,,,,,,12,28-12-2010,28-12-2010,15:35:11,15:46:54,winter,Tuesday,Relax,Meal_Preparation,afternoon
Meal_Preparation,,,,,,,41,47,38,8,36,8,,12,,11,,25,6,,,,,7,,,8,14,,,88,,,,,,11,28-12-2010,28-12-2010,15:51:27,16:02:44,winter,Tuesday,Relax,Relax,afternoon
Relax,,,,,,,,,,,2,,5,2,,,,1,,,,,,,,,,,,,18,,,,,,18,28-12-2010,28-12-2010,16:14:03,16:31:52,winter,Tuesday,Meal_Preparation,Relax,Late afternoon
Relax,,,,,,,,,,,28,,55,18,,2,4,8,,,,10,,4,,,,4,,,21,,,,,,16,28-12-2010,28-12-2010,16:32:07,16:47:44,winter,Tuesday,Relax,Relax,Late afternoon
Relax,,,,,,,,,,,21,,31,12,,,,6,,,,4,,,,,,,,,,,,,,,6,28-12-2010,28-12-2010,16:50:47,16:56:17,winter,Tuesday,Relax,Relax,Late afternoon
Relax,,,,,,,,,,,26,,101,6,,2,,,,,,2,,7,,,8,8,,,450,,,,,,86,28-12-2010,28-12-2010,16:58:12,18:24:00,winter,Tuesday,Relax,Relax,Late afternoon
Relax,,,,,,,,,,,4,,59,4,,,,1,,,,,,,,,,,,,78,,,,,,16,28-12-2010,28-12-2010,18:27:37,18:43:15,winter,Tuesday,Relax,Relax,Evening
Relax,,,,,,,6,4,6,,18,,21,10,,6,2,2,,,,4,,8,4,,8,22,,,148,,,,,,26,28-12-2010,28-12-2010,18:46:41,19:13:03,winter,Tuesday,Relax,Meal_Preparation,Evening
Meal_Preparation,,,,,,,19,60,36,4,15,8,8,4,,5,,6,,,,,,4,,,,,,,10,,,,,,7,28-12-2010,28-12-2010,19:20:25,19:27:52,winter,Tuesday,Relax,Relax,Evening
Relax,,,,,,,2,4,4,,10,,37,4,,6,,2,,,4,,,8,,,2,7,,,54,,,,,,18,28-12-2010,28-12-2010,19:28:11,19:46:11,winter,Tuesday,Meal_Preparation,Relax,Evening
Relax,,,,,,,,,,,7,,41,3,,,,1,,,,,,,,,,,,,,,,,,,20,28-12-2010,28-12-2010,20:03:08,20:23:30,winter,Tuesday,Relax,Relax,Night
Relax,,,,,,,,,,,12,,93,10,,,,,,,,,,,,,,,,,,,,,,,17,28-12-2010,28-12-2010,20:25:39,20:42:30,winter,Tuesday,Relax,Relax,Night
Relax,,,,,,,,,,,8,,37,10,,,,,,,,6,,,,,,,,,,,,,,,55,28-12-2010,28-12-2010,20:53:49,21:48:44,winter,Tuesday,Relax,Relax,Night
Relax,,,,,,,,,,,5,,5,2,,,,,,,,2,,,,,,,,,,,,,,,10,28-12-2010,28-12-2010,22:03:31,22:13:57,winter,Tuesday,Relax,Relax,Late Night
Relax,,,,,,,,,,,4,,39,8,,,,1,,,,2,,,,,,,,,,,,,,,6,28-12-2010,28-12-2010,22:25:00,22:30:34,winter,Tuesday,Relax,Relax,Late Night
Relax,,,,,,,,,,,12,,55,12,,,,,,,,4,,,,,,,,,,,,,,,41,28-12-2010,28-12-2010,22:30:49,23:11:29,winter,Tuesday,Relax,Relax,Late Night
Relax,,,,,,,,,,,11,,39,6,,,,,,,,2,,,,,,,,,,,,,,,35,28-12-2010,28-12-2010,23:18:03,23:52:46,winter,Tuesday,Relax,Sleeping,Late Night
Sleeping,,39,16,12,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,268,28-12-2010,29-12-2010,23:56:05,04:24:07,winter,Tuesday,Relax,Bed_to_Toilet,Late Night
Bed_to_Toilet,,,,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,29-12-2010,29-12-2010,04:24:16,04:26:48,winter,Wednesday,Sleeping,Sleeping, Morning
Sleeping,,45,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,29-12-2010,29-12-2010,04:26:52,06:57:30,winter,Wednesday,Bed_to_Toilet,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,5,39,28,6,,14,,,,1,,1,,,,,,,,,,,,,,,,,,,7,29-12-2010,29-12-2010,07:11:10,07:18:19,winter,Wednesday,Sleeping,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,11,34,12,14,1,6,,,,,,3,,,,,,,,,,,,,,,,,,,3,29-12-2010,29-12-2010,07:20:52,07:24:00,winter,Wednesday,Meal_Preparation,Relax,early Morning
Relax,,,,,,,,,,,5,,73,7,,,,2,,,,,,,,,,,,,,,,,,,18,29-12-2010,29-12-2010,07:26:37,07:44:58,winter,Wednesday,Meal_Preparation,Relax,early Morning
Relax,,,,,,,,,,,4,,39,9,,,,,,,,,,,,,,,,,35,,,,,,15,29-12-2010,29-12-2010,07:56:32,08:11:18,winter,Wednesday,Relax,Relax, Morning
Relax,,,,,,,,,,,2,,55,5,,,,,,,,2,,,,,,,,,26,,,,,,17,29-12-2010,29-12-2010,08:23:58,08:41:14,winter,Wednesday,Relax,Meal_Preparation, Morning
Meal_Preparation,,,,,,,36,178,134,16,,48,,,,2,,2,,,,,,,,,,,,,58,,,2,,,16,29-12-2010,29-12-2010,09:41:17,09:57:30,winter,Wednesday,Relax,Relax, Morning
Relax,,,,,,,6,2,,,51,,299,55,,17,12,14,,,2,12,,20,8,,10,18,,,138,,,,,,47,29-12-2010,29-12-2010,10:07:35,10:54:37,winter,Wednesday,Meal_Preparation,Relax, late Morning
Relax,,,,,,,,,,,2,,35,2,,,14,,,,,10,,,,,,,,,10,,,,,,4,29-12-2010,29-12-2010,11:44:49,11:49:17,winter,Wednesday,Relax,Meal_Preparation, late Morning
Meal_Preparation,,2,,,,,111,196,136,24,128,106,2,2,,69,,28,117,16,,,,33,,,,24,,,50,28,,,,,26,29-12-2010,29-12-2010,12:22:47,12:49:03,winter,Wednesday,Relax,Relax,Noon
Relax,,,,,,,,,,,7,,29,3,,4,,2,,,,,,6,,,,5,,,33,,,,,,7,29-12-2010,29-12-2010,13:02:21,13:08:53,winter,Wednesday,Meal_Preparation,Relax,Noon
Relax,,,,,,,,,,,20,,45,21,,,,,,,,,,,,,,,,,40,,,,,,8,29-12-2010,29-12-2010,13:13:12,13:21:04,winter,Wednesday,Relax,Relax,Noon
Relax,,,,,,,,,,,25,,69,23,,4,,2,,,,,,4,,,,4,,,197,,,,,,39,29-12-2010,29-12-2010,13:27:00,14:06:15,winter,Wednesday,Relax,Relax,Noon
Relax,,,,,,,,,,,19,,103,7,,,2,2,,,,64,,,,,,,,,,,,,,,41,29-12-2010,29-12-2010,14:16:35,14:57:48,winter,Wednesday,Relax,Relax,afternoon
Relax,,,,,,,,,,,25,,263,19,,3,159,,,,,331,,2,,,,3,,,8,,,,,,50,29-12-2010,29-12-2010,15:01:45,15:51:49,winter,Wednesday,Relax,Relax,afternoon
Relax,,,,,,,,,,,9,,47,8,,2,,2,,,,,,4,,,,4,,,57,,,,,,7,29-12-2010,29-12-2010,15:55:18,16:02:47,winter,Wednesday,Relax,Relax,afternoon
Relax,,,,,,,,,,,10,,19,3,,,,,2,,,5,,,,,,,,,32,,,,,,5,29-12-2010,29-12-2010,16:06:08,16:10:58,winter,Wednesday,Relax,Relax,Late afternoon
Relax,,,,,,,,,,,13,,59,23,,4,,,,,,,,4,,,,4,,,133,,,,,,27,29-12-2010,29-12-2010,16:19:57,16:46:50,winter,Wednesday,Relax,Relax,Late afternoon
Relax,,,,,,,,,,,7,,69,13,,,,,,,,2,,,,,,,,,53,,,,,,18,29-12-2010,29-12-2010,16:48:40,17:06:38,winter,Wednesday,Relax,Relax,Late afternoon
Relax,,,,,,,,,,,3,,73,23,,1,,,,,,,,6,,,,6,,,46,,,,,,12,29-12-2010,29-12-2010,17:11:11,17:23:29,winter,Wednesday,Relax,Relax,Late afternoon
Relax,,,,,,,2,,,,67,,39,38,,30,18,20,4,,,6,,24,,,,18,,,42,4,,,,,9,29-12-2010,29-12-2010,17:26:52,17:36:00,winter,Wednesday,Relax,Meal_Preparation,Late afternoon
Meal_Preparation,,,,,,,26,106,48,2,17,34,,85,,4,89,18,,,,,,,,,,,,,,,,,,,10,29-12-2010,29-12-2010,18:04:05,18:13:36,winter,Wednesday,Relax,Relax,Evening
Relax,,,,,,,18,30,2,2,74,16,323,92,,16,16,8,,,,254,,,,,,,,,,,,,,,85,29-12-2010,29-12-2010,18:44:59,20:09:32,winter,Wednesday,Meal_Preparation,Relax,Evening
Relax,,,,,,,,,,,4,,83,12,,,,,,,,8,,,,,,,,,,,,,,,18,29-12-2010,29-12-2010,20:30:25,20:48:38,winter,Wednesday,Relax,Relax,Night
Relax,,,,,,,,,,,20,,137,40,,,2,,2,1,,4,,,,,,,,,,,,,,,54,29-12-2010,29-12-2010,21:03:48,21:57:53,winter,Wednesday,Relax,Relax,Night
Relax,,2,4,,,,,,,,5,,69,8,,,,,,,,,,,,,,,,,,,,,,,58,29-12-2010,29-12-2010,22:09:41,23:07:34,winter,Wednesday,Relax,Relax,Late Night
Relax,,,,,,,,,,,2,,59,1,,,,,,,,4,,,,,,,,,,,,,,,31,29-12-2010,29-12-2010,23:14:19,23:45:02,winter,Wednesday,Relax,Relax,Late Night
Relax,,2,11,,,,,,,,,,19,,,,,,,,,4,,,,,,,,,6,,,,,,14,30-12-2010,30-12-2010,00:03:00,00:16:59,winter,Thursday,Relax,Relax, Morning
Relax,,,10,,,,,,,,3,,37,3,,,,,,,,,,,,,,,,,,,,,,,27,30-12-2010,30-12-2010,00:18:37,00:46:04,winter,Thursday,Relax,Relax, Morning
Relax,,4,20,,,,,,,,5,,11,2,,,2,,,,,4,,,,,,,,,,,,,,,32,30-12-2010,30-12-2010,01:01:39,01:33:18,winter,Thursday,Relax,Sleeping, Morning
Sleeping,,33,169,17,4,14,,,,,10,,,,,8,,4,10,8,,,,16,,,12,24,,14,196,,,,,,299,30-12-2010,30-12-2010,01:45:08,06:43:50,winter,Thursday,Relax,Meal_Preparation,early Morning
Meal_Preparation,,,2,4,,2,119,134,74,34,15,90,,,,16,,40,6,4,,,,18,,,,12,,2,58,,,2,,,18,30-12-2010,30-12-2010,07:45:23,08:03:32,winter,Thursday,Sleeping,Relax,early Morning
Relax,,,,,,,,,,,10,,24,4,,,,20,,,,,,2,,,,4,,,18,,,,,,29,30-12-2010,30-12-2010,08:03:40,08:33:04,winter,Thursday,Meal_Preparation,Eating, Morning
Eating,,,,,,,,,,,7,,16,1,,,,19,,,,,,,,,,2,,,16,,,,,,6,30-12-2010,30-12-2010,08:04:17,08:10:21,winter,Thursday,Relax,Relax, Morning
Relax,,,,,,,,,,,,,17,2,,,,,,,,1,,,,,,,,,12,,,,,,8,30-12-2010,30-12-2010,08:43:05,08:50:45,winter,Thursday,Eating,Relax, Morning
Relax,,,,,,,,,,,21,,37,12,,2,9,18,,,,12,,2,,,,4,,,12,,,,,,15,30-12-2010,30-12-2010,09:25:44,09:40:28,winter,Thursday,Relax,Relax, Morning
Relax,,,,,,,,,,,3,,17,,,,3,14,,,,7,,2,,,,2,,,6,,,,,,16,30-12-2010,30-12-2010,10:05:07,10:20:54,winter,Thursday,Relax,Meal_Preparation, late Morning
Meal_Preparation,,,,,,,3,60,41,8,,12,,,,2,,,,,,,,1,,,,,,,26,,,,,,5,30-12-2010,30-12-2010,10:56:02,11:01:31,winter,Thursday,Relax,Relax, late Morning
Relax,,,,,,,1,,,,17,,41,23,,4,,1,,,,,,4,,,,4,,,12,,,,,,3,30-12-2010,30-12-2010,11:03:51,11:07:17,winter,Thursday,Meal_Preparation,Meal_Preparation, late Morning
Meal_Preparation,,,,,,,37,74,68,14,14,30,4,4,,11,4,9,2,,,6,,10,,,,8,,,20,8,2,,,,9,30-12-2010,30-12-2010,11:43:04,11:51:46,winter,Thursday,Relax,Meal_Preparation, late Morning
Meal_Preparation,,,,4,,,97,156,120,36,37,48,10,18,,34,8,89,20,4,,8,,16,,,,10,,,32,2,,,,,18,30-12-2010,30-12-2010,11:58:54,12:17:11,winter,Thursday,Meal_Preparation,Relax,Noon
Relax,,,,,,,,,,,4,,25,4,,,,,,,,2,,,,,2,2,,,10,,,,,,4,30-12-2010,30-12-2010,12:19:47,12:23:30,winter,Thursday,Meal_Preparation,Meal_Preparation,Noon
Meal_Preparation,,,,,,,89,124,80,16,2,64,,1,,30,1,21,,,,,,28,,,2,30,,,33,,,,,,16,30-12-2010,30-12-2010,12:26:01,12:42:12,winter,Thursday,Relax,Relax,Noon
Relax,,,,,,,,,,,6,,41,2,,,,,,,,,,,,,,,,,66,,,,,,19,30-12-2010,30-12-2010,12:42:44,13:02:06,winter,Thursday,Meal_Preparation,Meal_Preparation,Noon
Meal_Preparation,,,,,,,38,146,92,16,,30,,,,25,,19,,,32,,,29,2,,26,30,,,16,,,,,,14,30-12-2010,30-12-2010,16:43:05,16:57:26,winter,Thursday,Relax,Relax,Late afternoon
Relax,,,,,,,4,4,4,,26,,247,36,,4,14,10,,,2,8,,4,,,4,8,,,144,,,,,,43,30-12-2010,30-12-2010,17:02:25,17:44:57,winter,Thursday,Meal_Preparation,Relax,Late afternoon
Relax,,,,,,,,,,,11,,85,16,,,,4,,,,,,,,,,,,,,,,,,,60,30-12-2010,30-12-2010,18:19:35,19:19:58,winter,Thursday,Relax,Meal_Preparation,Evening
Meal_Preparation,,,,,,,35,52,40,4,7,12,,,,,,13,,,,,,,,,,,,,,,,,,,6,30-12-2010,30-12-2010,19:20:06,19:26:18,winter,Thursday,Relax,Eating,Evening
Eating,,,,,,,3,2,,,6,,,1,,2,,25,,,,,,,,,,,,,,,,,,,12,30-12-2010,30-12-2010,19:26:50,19:38:35,winter,Thursday,Meal_Preparation,Relax,Evening
Relax,,,,,,,,,,,26,,149,34,,2,2,2,,,,2,,,,,,,,,,,,,,,73,30-12-2010,30-12-2010,19:54:19,21:07:28,winter,Thursday,Eating,Relax,Night
Relax,,,,,,,,,,,3,,95,11,,,2,,,,,6,,,,,,,,,,,,,,,54,30-12-2010,30-12-2010,21:16:30,22:10:38,winter,Thursday,Relax,Relax,Night
Relax,,,,,,,,,,,6,,111,8,,,2,,,,,8,,,,,,,,,,,,,,,53,30-12-2010,30-12-2010,22:14:23,23:07:27,winter,Thursday,Relax,Relax,Late Night
Relax,,,,,,,,,,,15,,129,22,,,4,,,,,6,,,,,,,,,,,,,,,89,30-12-2010,31-12-2010,23:10:36,00:39:20,winter,Thursday,Relax,Sleeping,Late Night
Sleeping,,55,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,31-12-2010,31-12-2010,00:46:52,01:11:55,winter,Friday,Relax,Sleeping, Morning
Sleeping,,7,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,31-12-2010,31-12-2010,01:12:24,05:57:21,winter,Friday,Sleeping,Sleeping, Morning
Sleeping,,21,8,19,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,31-12-2010,31-12-2010,06:00:08,07:01:16,winter,Friday,Sleeping,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,16,106,76,20,,4,,,,,,,,,,,,,,,,,,,,,,,,,11,31-12-2010,31-12-2010,07:03:59,07:14:54,winter,Friday,Sleeping,Relax,early Morning
Relax,,,,,,,,,,,13,,37,10,,,4,,,,,4,,,,,,,,,,,,,,,10,31-12-2010,31-12-2010,07:15:11,07:25:34,winter,Friday,Meal_Preparation,Leave_Home,early Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0,31-12-2010,31-12-2010,08:30:16,08:30:23,winter,Friday,Relax,Enter_Home, Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,0,31-12-2010,31-12-2010,13:52:11,13:52:15,winter,Friday,Leave_Home,Relax,Noon
Relax,,,,,,,,,,,4,,11,4,,,,,,,,2,,,,,,,,,,,,,,,6,31-12-2010,31-12-2010,14:00:13,14:06:04,winter,Friday,Enter_Home,Meal_Preparation,afternoon
Meal_Preparation,,,,,,,8,60,50,20,1,22,,,,,,2,,,,,,,,,,,,,,,,,,,6,31-12-2010,31-12-2010,14:06:09,14:11:50,winter,Friday,Relax,Meal_Preparation,afternoon
Meal_Preparation,,,,,,,3,13,10,4,1,7,,,,,,1,,,,,,,,,,,,,,,,,,,1,31-12-2010,31-12-2010,14:12:21,14:13:34,winter,Friday,Meal_Preparation,Housekeeping,afternoon
Housekeeping,,,,12,12,12,23,96,50,28,32,22,,,7,19,,8,14,10,,,,15,,,,6,,,,2,2,,,,24,31-12-2010,31-12-2010,14:13:36,14:38:01,winter,Friday,Meal_Preparation,Relax,afternoon
Relax,,,,,,,,,,,7,,67,1,,,,,,,,,,,,,,,,,,,,,,,6,31-12-2010,31-12-2010,14:42:20,14:48:32,winter,Friday,Housekeeping,Relax,afternoon
Relax,,,,,,,,,,,10,,93,10,,,4,1,,,,6,,,,,,,,,,,,,,,9,31-12-2010,31-12-2010,14:49:05,14:58:18,winter,Friday,Relax,Relax,afternoon
